"","Date","State","Income","Expenses"
"30281",1999-11-20,"NH",25046.2216393457,-1210.09466664913
"30282",1999-04-16,"AL",24991.8307376525,-1163.17902417997
"30283",1999-08-20,"KY",25035.3534954995,-876.738281833939
"30284",1999-07-20,"ND",24940.3340289278,-805.546319673341
"30285",1999-03-07,"PA",25004.2792155045,-1004.84302070195
"30286",1999-08-05,"NE",25012.2510467146,-1228.53528892451
"30287",1999-02-08,"WY",24869.8445380237,-1154.30787343194
"30288",1999-07-09,"MT",25158.0769212299,-1054.17217648423
"30289",1999-03-13,"AZ",25101.0306998374,-879.160259745587
"30290",1999-02-02,"UT",24988.7510168738,-943.240204234106
"30291",1999-09-21,"AK",24798.5704827813,-855.187480930931
"30292",1999-05-09,"AL",24965.261063176,-1073.2221402985
"30293",1999-02-01,"WY",24891.8895029342,-1087.25798165378
"30294",1999-10-25,"VT",24955.5893646847,-1157.3871815479
"30295",1999-11-10,"SC",25055.1308078579,-760.545167477205
"30296",1999-05-01,"NC",24910.1425170478,-1024.53145391481
"30297",1999-10-01,"UT",25198.4732111191,-953.192892415801
"30298",1999-10-20,"KY",24877.0370677211,-1079.30295363957
"30299",1999-10-30,"MN",24890.0242909456,-1108.77777662696
"30300",1999-06-03,"AZ",24976.8369394459,-876.5545382182
"30301",1999-02-02,"NJ",25053.0143334469,-1249.59898898637
"30302",1999-08-04,"TN",24910.8941630556,-958.748253700224
"30303",1999-01-24,"CT",25054.0071512374,-1037.11442858912
"30304",1999-07-23,"VA",25205.2735206706,-915.896997292532
"30305",1999-12-27,"MI",25025.432735353,-1021.84928384299
"30306",1999-11-25,"AK",25004.9324095871,-1014.44533760879
"30307",1999-07-03,"MO",25068.4155948901,-871.334879419069
"30308",1999-12-17,"MS",24998.1105477153,-825.613641809527
"30309",1999-04-26,"OK",25026.6984127406,-928.079806222094
"30310",1999-11-07,"AZ",24903.8757798463,-952.546260345013
"30311",1999-12-23,"NC",24946.5246879716,-972.028206501069
"30312",1999-08-26,"HI",25091.490461966,-1009.78096201435
"30313",1999-02-05,"SC",25073.4932193036,-1001.60270201171
"30314",1999-04-25,"CA",25078.4162975698,-989.595800551707
"30315",1999-11-22,"AK",25113.9301470004,-1005.79001865318
"30316",1999-10-26,"MN",25012.0641146173,-945.753894376226
"30317",1999-09-01,"IN",25058.845443252,-1055.79355178698
"30318",1999-07-22,"AK",24992.7896019666,-902.002489788474
"30319",1999-10-15,"OH",24808.6542004128,-1187.39996370573
"30320",1999-12-03,"NY",24990.8583246105,-966.781440854234
"30321",1999-01-08,"RI",24940.4716207569,-946.42220876456
"30322",1999-02-09,"CO",24954.3407675589,-981.427082958062
"30323",1999-02-15,"WY",25028.8347883197,-1014.71598318063
"30324",1999-07-08,"RI",24987.8716501747,-1032.44837865636
"30325",1999-02-18,"MA",25047.2987967262,-1012.90966305248
"30326",1999-11-29,"AR",25047.7723735643,-1043.72748369467
"30327",1999-12-23,"TX",24975.1931338257,-876.322841296005
"30328",1999-07-25,"PA",25098.6711704895,-940.838718152231
"30329",1999-04-04,"NC",24947.2623267562,-852.241691459128
"30330",1999-11-15,"MT",25068.7498297608,-1055.29183284002
"30331",1999-02-25,"DE",25144.7920389526,-945.171779820502
"30332",2000-01-01,"KS",24919.1530716875,-925.789055604399
"30333",1999-11-01,"VT",25069.1272023689,-757.944475621563
"30334",1999-08-06,"AL",24984.704078958,-814.714478706807
"30335",1999-03-06,"AR",25036.408968454,-922.518279677939
"30336",1999-01-08,"MI",24997.1553332311,-1063.79660799404
"30337",1999-05-27,"WA",24912.6057262863,-1112.45791822484
"30338",1999-11-15,"KS",24942.065751059,-1163.57786184249
"30339",1999-10-18,"VT",24978.3722906756,-926.725019901393
"30340",1999-06-02,"MA",24892.2879756988,-1051.42194782725
"30341",1999-12-10,"MT",25066.0388055733,-1005.30448478263
"30342",1999-12-01,"WV",25016.5542235542,-1029.12410329439
"30343",1999-09-05,"MO",25045.6747467462,-944.212376436062
"30344",1999-04-07,"TX",24992.1019506495,-999.848898408341
"30345",1999-09-28,"DE",24959.2913637767,-1004.89596666424
"30346",1999-02-18,"DE",24970.1895062192,-1051.4889528322
"30347",1999-09-30,"MA",24970.8637169051,-783.854380960578
"30348",1999-06-09,"MI",24990.8964863224,-911.936279751025
"30349",1999-10-25,"MN",24923.6109410096,-1155.04918047865
"30350",1999-10-19,"MN",24889.8191253962,-826.312379078196
"30351",1999-05-18,"AZ",24981.7940841836,-937.932461402499
"30352",1999-05-25,"WA",25039.6840741107,-844.254204324177
"30353",1999-11-28,"WV",25110.57164603,-1101.91079809177
"30354",1999-01-10,"AL",25081.8482496142,-1015.96623230549
"30355",1999-05-03,"MD",25161.8426686935,-1052.03014158102
"30356",1999-08-18,"DE",25111.1610308625,-1042.14186185486
"30357",1999-04-08,"WA",24853.4165035782,-1153.9550221148
"30358",1999-07-17,"PA",24984.0782137167,-1150.26527457337
"30359",1999-02-27,"MT",25039.3165358849,-1026.12125486084
"30360",1999-12-20,"NM",24974.3999232099,-987.215710887776
"30361",1999-12-09,"MI",25105.4832764347,-950.477580515344
"30362",1999-03-13,"WI",24967.1245691105,-930.015701958931
"30363",1999-12-09,"AZ",25057.9100894183,-1149.1442927272
"30364",1999-04-11,"MA",25053.0441518988,-1134.14120213624
"30365",1999-11-29,"AZ",24912.3246942524,-1061.39936248422
"30366",1999-11-17,"SC",24983.8105006523,-1040.85718947095
"30367",1999-05-19,"MT",25147.5713228544,-889.264092306366
"30368",1999-08-05,"MS",24887.9874175925,-744.835172890715
"30369",1999-10-21,"MD",24904.7305322606,-971.668597988683
"30370",1999-04-19,"ND",25037.8101787007,-935.494512047983
"30371",1999-01-10,"OK",24796.6484616186,-1116.90349134928
"30372",1999-07-24,"IN",25114.8614185595,-943.562491831935
"30373",1999-07-11,"SD",24923.9670018175,-1064.62304523974
"30374",1999-02-16,"SD",25093.900468188,-1012.78724792763
"30375",1999-02-04,"CT",24880.2671921544,-930.600196076852
"30376",1999-09-19,"KY",25028.6873086217,-1042.00714420185
"30377",1999-03-19,"CA",24906.8617670693,-686.619734896156
"30378",1999-01-09,"NV",24829.110591358,-915.640094325019
"30379",1999-08-11,"MN",25034.8641570698,-834.485439895715
"30380",1999-07-22,"MT",24953.877512741,-960.80678333191
"30381",1999-12-21,"ND",25006.3999867386,-948.425485987674
"30382",1999-03-03,"CT",25016.9368026786,-942.337493948826
"30383",1999-03-13,"MD",24906.6124055611,-975.89176600973
"30384",1999-12-31,"NV",25088.6666877227,-725.446608864222
"30385",1999-07-22,"ME",25138.2196249186,-1088.20223614638
"30386",1999-03-21,"MO",24943.1534340432,-935.412391867849
"30387",1999-07-15,"KY",25175.6552136964,-1017.77780095609
"30388",1999-12-14,"TN",25133.1941091762,-930.254350206393
"30389",1999-01-04,"NE",24976.2052638311,-987.479733365916
"30390",1999-09-28,"MI",24983.0000385874,-816.75177734304
"30391",1999-10-20,"TX",25184.855885957,-1008.69897664495
"30392",1999-06-13,"VT",25131.7880288016,-1062.98312441346
"30393",1999-09-03,"UT",24797.297480479,-934.42910405041
"30394",1999-02-09,"CT",25186.8211471095,-1038.67175817431
"30395",1999-11-18,"SC",24872.3912317972,-1051.52573701628
"30396",1999-07-25,"AK",24924.4794931982,-914.747495491233
"30397",1999-05-12,"FL",24950.6222970264,-973.581338705724
"30398",1999-03-20,"CO",25076.2920430128,-933.764658054939
"30399",1999-08-05,"VT",24980.9971573341,-990.350488349267
"30400",1999-07-07,"NM",25109.8557913021,-1111.04406076844
"30401",1999-03-26,"ME",25143.1950061313,-885.668915295157
"30402",1999-12-20,"NC",25088.0354822521,-1008.76803832398
"30403",1999-05-09,"KS",25040.1719579379,-1063.04454194371
"30404",1999-08-28,"SC",25044.7231628715,-829.466857115729
"30405",1999-07-07,"WI",25054.8804579463,-1042.24375478357
"30406",1999-10-10,"SC",25151.6167830155,-855.170405297443
"30407",1999-01-01,"ME",24961.0681063473,-926.109462497041
"30408",1999-04-07,"CO",25180.1658849463,-932.601283696984
"30409",1999-06-22,"UT",25116.7461193157,-1098.12444574779
"30410",1999-12-24,"NE",24836.9306609955,-975.619886365435
"30411",1999-06-18,"TX",25067.4716302257,-738.71538106068
"30412",1999-02-25,"NY",24917.1060380196,-843.947361163515
"30413",1999-04-17,"CO",25064.1127057141,-947.629609142198
"30414",2000-01-01,"UT",25166.3656358475,-1073.31089391652
"30415",1999-11-23,"GA",25057.4007070273,-1064.57139943806
"30416",1999-10-09,"GA",24996.4964829106,-939.643639866223
"30417",1999-10-23,"NE",24723.7295452673,-777.137670130099
"30418",1999-05-04,"GA",24950.1799039002,-1048.24884993714
"30419",1999-06-16,"WA",24953.9563334756,-1107.92509748321
"30420",1999-02-08,"GA",24884.1373453182,-1106.57517291517
"30421",1999-11-19,"GA",24973.4652831087,-1120.97252533243
"30422",1999-02-16,"WY",25056.8918645097,-922.15724750437
"30423",1999-06-18,"PA",24873.4464051888,-940.532157293075
"30424",1999-12-16,"PA",25033.8437743728,-1061.4837323883
"30425",1999-12-26,"CT",25097.6770070101,-984.345207527051
"30426",1999-11-16,"NH",24956.7204859958,-997.152659919832
"30427",1999-08-21,"RI",24953.8035460189,-1125.07485300246
"30428",1999-02-09,"MD",25116.0280717833,-864.479183029151
"30429",1999-10-10,"HI",25036.1269683227,-1169.31209462529
"30430",1999-12-23,"MI",24968.5290015731,-1223.98787589485
"30431",1999-10-01,"TN",24953.2142012238,-861.854676357568
"30432",1999-09-06,"GA",24829.9371057687,-1085.7682363978
"30433",1999-01-20,"DE",24823.8408999415,-959.499374069264
"30434",1999-09-26,"MA",24967.9750930216,-932.800653617614
"30435",1999-10-13,"WI",25126.8192053151,-1004.93376207645
"30436",1999-01-14,"WI",24840.4146933783,-948.441534743902
"30437",1999-07-27,"NC",25192.3023735358,-962.653361661745
"30438",1999-04-20,"MA",24940.7871825088,-1032.59328379273
"30439",1999-07-07,"NE",24960.3757109663,-878.383408005811
"30440",1999-02-08,"OK",24913.5615186408,-1041.02158238993
"30441",1999-05-03,"ND",25165.919916882,-918.035213124856
"30442",1999-05-02,"NJ",24869.6713320854,-1006.56041016247
"30443",1999-02-27,"MA",24995.6970770202,-1091.5674335873
"30444",1999-08-13,"MA",25065.9481019915,-886.77704419247
"30445",1999-11-24,"ID",25124.0316563109,-1175.41572725098
"30446",1999-02-24,"OK",24914.6858711518,-1001.80433132639
"30447",1999-03-11,"TX",25028.772090278,-1008.22380642114
"30448",1999-11-29,"MA",24978.5658701306,-927.496093290018
"30449",1999-04-01,"KS",25061.6781253264,-918.217827822388
"30450",1999-06-05,"AL",24870.3426852056,-985.785398551528
"30451",1999-03-26,"FL",24925.2538178111,-836.585877279613
"30452",1999-04-09,"NH",24916.0498712034,-975.589903998313
"30453",1999-08-13,"WV",24935.3297446134,-992.870487532523
"30454",1999-08-07,"AL",24917.8016746211,-1046.82683532394
"30455",1999-06-13,"VA",24838.5602922207,-1085.71240929428
"30456",1999-03-09,"LA",24993.1599519996,-927.339646604626
"30457",1999-06-30,"NJ",25134.1823707049,-1076.47052325385
"30458",1999-09-16,"NJ",24955.7030417892,-1119.52576541237
"30459",1999-02-15,"PA",24749.4410600827,-1020.12978341635
"30460",1999-05-06,"AK",25067.7728275284,-953.406306803728
"30461",1999-02-03,"MO",24975.4170862486,-1106.21507659265
"30462",1999-08-15,"OR",24964.4335159122,-1138.70762767773
"30463",1999-05-01,"MN",24912.168238249,-980.725731377168
"30464",1999-09-30,"PA",24969.8413210659,-1100.35356053175
"30465",1999-08-18,"TX",24747.0803044309,-1058.69748253081
"30466",1999-01-13,"GA",25148.1989813387,-911.896541870774
"30467",1999-05-03,"GA",24786.8159192877,-1061.66597266527
"30468",1999-12-26,"NJ",24896.4795579195,-948.859452499333
"30469",1999-09-07,"ME",24876.1485080354,-875.132561785457
"30470",1999-09-30,"UT",24848.06370704,-967.812924680013
"30471",1999-12-03,"NC",24831.7366555154,-1047.58389679308
"30472",1999-10-08,"OH",25075.7774002094,-977.066296670351
"30473",1999-03-29,"IN",24924.5775601711,-850.075881868384
"30474",1999-07-13,"OR",24994.6518635256,-1064.34693824709
"30475",1999-04-12,"NC",24960.5703761625,-1081.87891413562
"30476",1999-08-18,"VT",25116.7147948131,-924.203058908897
"30477",1999-08-27,"NH",25028.5692539155,-956.760897672219
"30478",1999-08-22,"AK",25019.7205823011,-1026.83938381858
"30479",1999-11-05,"MT",25187.4138207337,-1091.39378476397
"30480",1999-05-27,"ME",24834.6294062859,-1060.72013529969
"30481",1999-01-29,"MA",25047.1685207444,-911.093932586851
"30482",1999-01-07,"FL",24938.7213849929,-1118.86361135713
"30483",1999-10-14,"AR",25010.108557909,-1069.6289841605
"30484",1999-11-26,"MI",24913.7394550586,-1083.77254652447
"30485",1999-01-29,"NY",24946.5364327194,-1151.43151931451
"30486",1999-01-09,"HI",25130.6265350212,-969.655368744817
"30487",1999-05-25,"WI",25119.1024126512,-789.209547556484
"30488",1999-01-22,"CA",25085.4750721525,-938.534822779035
"30489",1999-12-04,"NV",25133.9337715401,-1085.53613396367
"30490",1999-02-21,"DE",25052.2967268313,-981.37407544989
"30491",1999-12-22,"MN",25026.8733912644,-978.979716588274
"30492",1999-08-17,"NE",24961.7309002856,-880.107191695773
"30493",1999-04-27,"KS",25015.3608159761,-945.157971206668
"30494",1999-08-20,"GA",24962.9983913097,-1021.08432994626
"30495",1999-11-12,"ID",24974.5814739887,-1107.11761806855
"30496",1999-08-04,"FL",25061.4933662722,-917.076308894645
"30497",1999-04-14,"ME",24908.6439442166,-836.256920716336
"30498",1999-12-11,"HI",24972.8378417648,-954.273012696741
"30499",1999-07-28,"MD",24795.4682798822,-1047.58762281319
"30500",1999-12-18,"AZ",24998.5299193794,-930.1554546926
"30501",1999-03-25,"ME",25069.7254180959,-984.489014007778
"30502",1999-03-05,"HI",25052.065403925,-1155.39469197255
"30503",1999-03-11,"VT",24916.6354208203,-927.962356971488
"30504",1999-07-16,"ID",25018.3740715417,-972.546213446133
"30505",1999-08-28,"OK",25083.4273118189,-1010.31882613359
"30506",1999-12-12,"OK",25076.6655506742,-972.093105888526
"30507",1999-06-30,"HI",25143.3413640475,-1061.73010032945
"30508",1999-04-22,"ND",25100.5533983753,-856.526829900195
"30509",1999-12-08,"SD",25035.925994321,-887.621769312485
"30510",1999-11-08,"PA",25020.2447877302,-972.617824154083
"30511",1999-10-10,"MN",24957.8990263955,-831.076713311221
"30512",1999-05-20,"NC",24959.345701439,-1110.90669349822
"30513",1999-07-31,"WV",24863.2385921029,-851.719463032701
"30514",1999-06-16,"KY",25006.5486433766,-926.307761730748
"30515",1999-03-01,"NJ",25003.780544544,-939.938204071047
"30516",1999-08-26,"KY",25197.6716312265,-1227.61617631795
"30517",1999-08-19,"WI",24825.354336085,-1022.24194869636
"30518",1999-02-11,"ID",24889.0776396813,-1096.18863386773
"30519",1999-06-08,"CT",25013.9097849384,-898.557937098575
"30520",1999-06-01,"NM",25028.1759831612,-952.135467010396
"30521",1999-01-05,"WY",25150.3523390878,-878.534354250493
"30522",1999-06-10,"IL",25073.084339086,-890.454593225255
"30523",1999-11-11,"KY",24945.422047352,-1088.44886849875
"30524",1999-05-07,"SD",24988.8294576073,-988.641988639366
"30525",1999-05-05,"IN",25149.7907220629,-875.978466438003
"30526",1999-11-14,"OK",24992.489851955,-1051.84903454571
"30527",1999-08-28,"OH",25059.8956132976,-1035.8356684725
"30528",1999-11-21,"OR",24810.2714422285,-1143.62065438817
"30529",1999-05-29,"UT",24983.0727979042,-1031.25609936559
"30530",1999-04-18,"SC",25125.2073290539,-1110.85182742032
"30531",1999-04-18,"KY",25085.5606929105,-1106.2343863601
"30532",1999-07-15,"NV",25023.9242487502,-1053.36435433505
"30533",1999-02-24,"VT",25004.8976356008,-969.593822844432
"30534",1999-08-20,"OH",24893.0852632288,-844.621652282119
"30535",1999-12-28,"KY",25056.8157054035,-909.512593614358
"30536",1999-10-05,"VA",25082.8743421587,-777.534405924321
"30537",1999-05-10,"IL",24975.7094487894,-897.297667490501
"30538",1999-08-20,"CO",25023.9098663131,-1034.46240874177
"30539",1999-08-26,"AZ",24974.3430466548,-1127.03364875
"30540",1999-10-08,"MD",24920.3695212912,-950.487679550491
"30541",1999-03-14,"NY",25027.4901266759,-873.475267218965
"30542",1999-12-16,"NJ",25088.7852172921,-1008.59848618297
"30543",1999-03-15,"MO",25268.7327612197,-925.855861119006
"30544",1999-04-29,"ID",24900.5599806009,-904.453688363046
"30545",1999-10-22,"CA",25028.7063360933,-832.030430384158
"30546",1999-10-29,"CO",25032.9872081507,-935.571786124232
"30547",1999-10-03,"ID",25004.7669549932,-946.245851467266
"30548",1999-05-13,"WV",24926.0067425165,-1089.44403968894
"30549",1999-12-02,"MD",25049.1218457152,-1050.61419056854
"30550",1999-01-04,"NE",25030.8501750224,-1008.66212944647
"30551",1999-12-10,"CA",25057.4802352455,-953.682348793482
"30552",1999-05-26,"CA",24921.4690760657,-1023.6511440534
"30553",1999-10-21,"AK",24976.3429446621,-1036.77707881191
"30554",1999-06-03,"CO",24938.904813417,-1006.77536937292
"30555",1999-03-12,"RI",25205.3348863772,-1054.46594825429
"30556",1999-10-27,"MO",25075.2673581606,-926.194922333802
"30557",1999-12-25,"MO",25092.1397449229,-926.781212016299
"30558",1999-09-10,"VA",25178.9022865533,-886.634591673935
"30559",1999-08-25,"GA",25018.4095345436,-940.278697777058
"30560",1999-07-19,"MI",24922.8555918229,-1061.1424381397
"30561",1999-12-04,"DE",25123.6042100772,-993.564755401957
"30562",1999-12-30,"AL",24907.5779757929,-1016.99421584648
"30563",1999-04-09,"NY",25147.8588430734,-1025.7132776526
"30564",1999-01-30,"ND",25150.4659453436,-988.262080565038
"30565",1999-11-03,"NJ",24833.895544288,-804.202352931865
"30566",1999-08-04,"NM",24937.7520106804,-968.839735378103
"30567",1999-06-23,"MI",24943.9136351129,-925.548633496695
"30568",1999-04-25,"TX",25160.1194031875,-1055.6114320949
"30569",1999-03-25,"NY",25004.1423963269,-1121.37943298473
"30570",1999-09-01,"WA",24963.1353848296,-1021.3425407634
"30571",1999-11-13,"HI",25087.9919116538,-935.320562285343
"30572",1999-07-17,"NJ",24915.5992216339,-829.796537051366
"30573",1999-11-11,"NY",25066.7013049617,-951.988279161762
"30574",1999-12-16,"WI",24986.3662571001,-897.792159353
"30575",1999-07-01,"CO",25123.9377120079,-1021.49170899324
"30576",1999-07-26,"CO",25093.8905573197,-967.110226437773
"30577",1999-07-12,"ID",25106.8325169085,-1062.23556683344
"30578",1999-08-20,"WA",25096.5555077463,-1054.27939472888
"30579",1999-07-23,"VT",24865.7991950545,-1037.63095865514
"30580",1999-03-25,"VT",24973.780847778,-708.090595331471
"30581",1999-10-22,"WA",24956.7543156916,-1066.97224147032
"30582",1999-11-05,"OK",24905.4950626501,-1061.03216600544
"30583",1999-07-20,"CO",24882.197602048,-850.369547633374
"30584",1999-04-01,"CT",25025.7791994195,-1084.5199433898
"30585",1999-05-17,"MI",25093.5408199531,-843.93534621681
"30586",1999-04-27,"IN",25060.5835470171,-1089.98685222467
"30587",1999-11-21,"KS",24815.1260993555,-1087.87821176185
"30588",1999-10-31,"TN",24852.9073671856,-870.73558486067
"30589",1999-10-29,"OH",24923.3960311894,-966.821973761337
"30590",1999-02-24,"VT",25065.4309304744,-1010.78736736335
"30591",1999-12-14,"SD",25123.7901812451,-1043.19912224611
"30592",1999-09-30,"OH",25088.3169399201,-821.750052848656
"30593",1999-09-25,"NH",25046.1680410818,-678.189703052885
"30594",1999-01-26,"ME",25113.4795309188,-928.216129763107
"30595",1999-01-26,"NC",25041.3042325244,-1017.51855194948
"30596",1999-04-02,"AR",24846.632895372,-1031.16735161783
"30597",1999-01-29,"KS",24912.3338237757,-1036.22895169151
"30598",1999-02-14,"WV",24887.0915172635,-1096.84967140015
"30599",1999-12-07,"IA",25153.7235559957,-1040.00230465405
"30600",1999-02-16,"NM",25035.468423287,-1056.99449379611
"30601",1999-04-19,"IA",25040.8183126177,-917.213021088616
"30602",1999-03-02,"AK",25096.0700024451,-960.604910043403
"30603",1999-03-03,"MS",25006.2268723583,-920.115482947722
"30604",1999-06-23,"NE",24900.6275228238,-1017.4962437202
"30605",1999-11-10,"MD",25042.4434146542,-1194.40497903013
"30606",1999-09-07,"IN",24940.2099095609,-1053.06124380826
"30607",1999-05-21,"MD",24968.2710206998,-1057.6743500812
"30608",1999-03-22,"ND",25031.7604322658,-945.962524302639
"30609",1999-06-26,"MA",24865.0307786571,-617.022321056615
"30610",1999-08-19,"OH",24943.6089248466,-889.278485023647
"30611",1999-01-26,"OR",25055.969398563,-1033.03557451166
"30612",1999-02-14,"KS",25008.6864183053,-1061.31755812736
"30613",1999-06-19,"GA",24938.6607467128,-952.951491622396
"30614",1999-11-13,"MA",25038.8084884992,-1113.12625188267
"30615",1999-06-07,"MS",25153.4711585225,-1031.84445771758
"30616",1999-05-07,"IL",24809.4091139687,-1110.69615383949
"30617",1999-12-02,"VA",24820.9587262068,-987.407329037342
"30618",1999-01-16,"AK",25011.8722263708,-953.585536981274
"30619",1999-12-13,"NH",25055.5936399381,-921.407231664275
"30620",1999-03-07,"MD",25017.5152458308,-805.716751238336
"30621",1999-03-27,"TX",24790.9258762016,-1127.37758238164
"30622",1999-04-27,"DE",25017.4762047278,-994.97530803682
"30623",1999-12-11,"ID",25140.6881972204,-1015.83788011272
"30624",1999-01-11,"NV",24857.2521338356,-1020.27379182518
"30625",1999-12-20,"SC",25110.3149959706,-909.258410113232
"30626",1999-08-28,"MS",24998.4389898516,-948.978549376397
"30627",1999-06-03,"AK",24999.19962546,-1028.27891523721
"30628",1999-05-24,"CA",25097.5258494291,-1038.00419521855
"30629",1999-11-24,"WA",25001.5240616294,-925.411713683912
"30630",1999-08-19,"OR",25062.7901381252,-1128.79092855645
"30631",1999-09-26,"NY",24989.9804265321,-977.823678857504
"30632",1999-02-09,"NY",24905.1706589874,-962.073077155449
"30633",1999-08-14,"AR",24915.1439112436,-1094.15001291518
"30634",1999-01-01,"AR",24913.7720523909,-800.924854595268
"30635",1999-03-22,"ME",25031.3048537422,-1015.46904424205
"30636",2000-01-01,"NE",25172.8428338101,-924.704721124723
"30637",1999-08-19,"CA",25132.4284905219,-1067.81312404301
"30638",1999-07-02,"AZ",24937.8656767886,-995.251247115503
"30639",1999-07-24,"NJ",25027.8661336322,-1102.52521955769
"30640",1999-03-28,"PA",25087.4744541648,-1042.20021577331
"30641",1999-07-23,"ID",24948.188600112,-1120.53716769634
"30642",1999-07-04,"MO",25211.1516574749,-882.69564884535
"30643",1999-12-26,"IA",25227.0586244679,-896.965278276642
"30644",1999-04-21,"MD",25035.4076761784,-788.730941190483
"30645",1999-04-29,"AK",24892.5957147206,-1065.16594433309
"30646",1999-10-29,"MN",24970.3873716399,-920.354221880816
"30647",1999-09-18,"CA",24994.4956442299,-935.823655326671
"30648",1999-02-25,"AL",24819.1428542299,-919.564017219794
"30649",1999-08-05,"IA",24889.8527633468,-1180.27622315395
"30650",1999-09-23,"VA",24983.306970062,-1159.17552944343
"30651",1999-05-14,"KS",24968.5750790863,-980.231051884972
"30652",1999-08-10,"FL",25140.2918180346,-1102.85834304943
"30653",1999-09-12,"MO",25036.7896627763,-1176.6764752556
"30654",1999-08-12,"KS",24925.6181344329,-1107.10357958627
"30655",1999-02-19,"SD",25065.5830357153,-1075.54166812536
"30656",2000-01-01,"CA",24916.9615011676,-1172.7309037341
"30657",1999-07-26,"IL",24864.6336677712,-973.182263521063
"30658",1999-01-17,"SC",24999.1904024953,-1076.07630749558
"30659",1999-03-17,"FL",24975.5542917827,-1259.24710989514
"30660",1999-12-17,"ND",24987.9670336956,-880.146110923377
"30661",1999-01-02,"ID",24905.812283411,-1113.10948267613
"30662",1999-06-27,"IA",25176.9446102783,-940.613729150434
"30663",1999-10-10,"ID",24916.1238948424,-1006.00718541292
"30664",1999-03-10,"NC",25088.9047379415,-763.006836139353
"30665",1999-01-08,"IL",25024.047442574,-1041.73173740621
"30666",1999-05-14,"OR",25009.9210460819,-895.049014999555
"30667",1999-06-01,"IN",25032.1561229287,-1019.03391841126
"30668",1999-03-25,"CO",24919.0857019706,-902.080298224529
"30669",1999-06-22,"HI",24855.5930343122,-883.571747515591
"30670",1999-08-28,"CT",25110.4379191281,-1077.91901438229
"30671",1999-11-15,"NV",25041.2114889863,-1020.87641434682
"30672",1999-10-23,"SC",25047.032117517,-985.689178870218
"30673",1999-11-11,"FL",24872.1887034936,-915.577557814959
"30674",1999-06-28,"ID",25033.2861316366,-1035.34310149576
"30675",1999-12-29,"NM",25035.8690125681,-943.498212474825
"30676",1999-07-15,"CT",24894.5350978315,-1112.82918669585
"30677",1999-07-01,"OK",24952.0596664623,-1043.38038651385
"30678",1999-06-06,"FL",25068.1885339993,-878.849389756694
"30679",1999-03-24,"NE",25050.3021615443,-1135.9352219859
"30680",1999-08-10,"KS",25062.5616390106,-1016.60291184368
"30681",1999-09-27,"LA",25058.4257508227,-1129.61568104472
"30682",1999-05-10,"AL",24960.8706377002,-1011.87048746539
"30683",1999-10-24,"NE",24892.8580419842,-947.656531176255
"30684",1999-02-25,"CA",25155.0500670046,-797.597956018961
"30685",1999-04-06,"GA",24703.2145116437,-1019.37895360865
"30686",1999-06-16,"OH",24884.168744034,-961.409266459986
"30687",1999-09-13,"NV",24961.2647618247,-1079.73938872673
"30688",1999-06-16,"CT",24994.9639672096,-917.176144749035
"30689",1999-01-11,"AK",25008.220968794,-1032.6710693505
"30690",1999-10-01,"MS",25027.8922029564,-869.362278872616
"30691",1999-08-24,"NC",25009.7124897687,-988.361495564424
"30692",1999-11-30,"KY",25099.2483052228,-962.324901286235
"30693",1999-07-15,"NM",25002.501992219,-1036.78269406995
"30694",1999-04-05,"WV",24891.0153085917,-976.19983671825
"30695",1999-01-14,"VA",24973.6222278153,-1013.74733771177
"30696",1999-07-06,"KS",24982.5793883629,-1151.92580389283
"30697",1999-11-21,"ND",25157.7952333641,-1112.67865599141
"30698",1999-01-30,"MS",24947.4031258324,-917.213169216766
"30699",1999-04-09,"HI",25004.8702440068,-772.187936155928
"30700",1999-09-16,"GA",24793.091283695,-1137.63429665391
"30701",1999-09-30,"NY",25042.0949524566,-1025.20128208687
"30702",1999-11-01,"PA",25020.6777172355,-1282.28047578064
"30703",1999-11-04,"NJ",25019.0887292764,-982.710392969945
"30704",1999-01-07,"WY",24981.7975430541,-1059.81703736181
"30705",1999-03-02,"NE",25142.6761972066,-1175.50118742353
"30706",1999-03-19,"IN",25063.0622338921,-936.964326154213
"30707",1999-06-06,"LA",24968.7535640356,-1097.39450345847
"30708",1999-10-01,"OK",25012.5716581369,-1056.31160509811
"30709",1999-12-26,"AL",24979.7183219907,-981.227010490265
"30710",1999-03-31,"MA",24980.0971528094,-875.833373782608
"30711",1999-09-14,"MT",24884.7744347322,-885.580799813833
"30712",1999-05-25,"AR",24915.3514472444,-1035.51337009838
"30713",1999-01-12,"WI",25022.1661536724,-926.296838472624
"30714",1999-06-13,"OK",25054.3109737961,-949.517022105921
"30715",1999-08-23,"NC",25130.4576873279,-1083.50975710414
"30716",1999-01-30,"MI",24943.5102214435,-1008.89301131538
"30717",1999-09-05,"MT",25040.3896519475,-1007.32042187011
"30718",1999-03-08,"MI",24881.3823885988,-892.540906726839
"30719",1999-06-01,"OH",24899.9637479992,-1030.40255994715
"30720",1999-06-06,"CO",25018.4773198357,-1219.21860128989
"30721",1999-07-06,"MA",25171.2000608654,-1011.71333797267
"30722",1999-08-28,"NY",24949.3565583829,-975.099914277549
"30723",1999-09-04,"TN",25164.3064377535,-991.035794214837
"30724",1999-01-13,"SC",25145.0613759253,-852.951917605817
